Total population,year,population
Ngorno-Karabakh,1830,
Nicaragua,1830,258484.0
Niger,1830,1312557.0
Nigeria,1830,12633330.0
Niue,1830,4511.0
Norfolk Island,1830,
Northern Cyprus,1830,
Northern Mariana Islands,1830,3557.0
Norway,1830,1115667.0
Oman,1830,327296.0
Pakistan,1830,14110059.0
Palau,1830,4076.0
Panama,1830,94879.0
Papua New Guinea,1830,804416.0
Paraguay,1830,195875.0
Peru,1830,1519450.0
Philippines,1830,2254767.0
Pitcairn,1830,
Poland,1830,11232857.0
Portugal,1830,3490333.0
Puerto Rico,1830,317110.0
Qatar,1830,14092.0
Reunion,1830,100142.0
Romania,1830,6893384.0
Russia,1830,34134430.0
Rwanda,1830,988207.0
St. Barthélemy,1830,
St. Helena,1830,2859.0
St. Kitts and Nevis,1830,18575.0
St. Lucia,1830,24000.0
St. Martin,1830,
St. Vincent and the Grenadines,1830,27085.0
St.-Pierre-et-Miquelon,1830,1918.0
Samoa,1830,47059.0
San Marino,1830,5865.0
Sao Tome and Principe,1830,24518.0
Saudi Arabia,1830,2138414.0
Senegal,1830,1080873.0
Serbia,1830,2347810.0
Serbia and Montenegro,1830,
Serbia excluding Kosovo,1830,
Seychelles,1830,12965.0
Sierra Leone,1830,849920.0
Singapore,1830,37232.0
Slovak Republic,1830,2220574.0
Slovenia,1830,513559.0
Solomon Islands,1830,59648.0
Somalia,1830,1065648.0
Somaliland,1830,
South Africa,1830,1714970.0
South Ossetia,1830,
Spain,1830,13051762.0
Sri Lanka,1830,1494084.0
Sudan,1830,4289105.0
Suriname,1830,87130.0
Svalbard,1830,
Swaziland,1830,86000.0
Sweden,1830,2855774.0
Switzerland,1830,2101048.0
Syria,1830,1383046.0
Taiwan,1830,
Tajikistan,1830,512083.0
Tanzania,1830,3129057.0
Thailand,1830,4847494.0
Timor-Leste,1830,153614.0
Togo,1830,487574.0
Tokelau,1830,1003.0
Tonga,1830,18548.0
Transnistria,1830,
Trinidad and Tobago,1830,66150.0
Tunisia,1830,928894.0
Turkey,1830,10398375.0
Turkmenistan,1830,403139.0
Turks and Caicos Islands,1830,3537.0
Tuvalu,1830,2644.0
Uganda,1830,2172807.0
Ukraine,1830,12320877.0
United Arab Emirates,1830,40153.0
United Kingdom,1830,18533999.0
United States,1830,13480460.0
Uruguay,1830,74793.0
USSR,1830,
Uzbekistan,1830,2106508.0
Wallis et Futuna,1830,3908.0
Vanuatu,1830,28979.0
Venezuela,1830,887197.0
West Bank and Gaza,1830,165944.0
West Germany,1830,
Western Sahara,1830,3161.0
Vietnam,1830,7214925.0
Virgin Islands (U.S.),1830,40000.0
North Yemen (former),1830,
South Yemen (former),1830,
Yemen,1830,2640779.0
Yugoslavia,1830,
Zambia,1830,747000.0
Zimbabwe,1830,1167259.0
Åland,1830,
South Sudan,1830,1103246.0
Curaçao,1830,
Sint Maarten (Dutch part),1830,
St. Martin (French part),1830,
Antarctica,1830,
Bouvet Island,1830,
British Indian Ocean Territory,1830,
Clipperton,1830,
French Southern and Antarctic Lands,1830,
Gaza Strip,1830,
Heard and McDonald Islands,1830,
Northern Marianas,1830,
South Georgia and the South Sandwich Islands,1830,
US Minor Outlying Islands,1830,
Virgin Islands,1830,
West Bank,1830,
Abkhazia,1840,
Afghanistan,1840,3625022.0
Akrotiri and Dhekelia,1840,
Albania,1840,478227.0
Algeria,1840,3082721.0
American Samoa,1840,8114.0
Andorra,1840,3026.0
Angola,1840,1813100.0
Anguilla,1840,2338.0
Antigua and Barbuda,1840,37000.0
Argentina,1840,873747.0
Armenia,1840,496835.0
Aruba,1840,21423.0
Australia,1840,434095.0
Austria,1840,3728381.0
Azerbaijan,1840,1058574.0
Bahamas,1840,27768.0
Bahrain,1840,64474.0
Bangladesh,1840,21776468.0
Barbados,1840,114080.0
Belarus,1840,2832789.0
Belgium,1840,4087429.0
Belize,1840,25756.0
Benin,1840,774654.0
Bermuda,1840,9557.0
Bhutan,1840,99137.0
Bolivia,1840,1277104.0
Bosnia and Herzegovina,1840,1016407.0
Botswana,1840,121000.0
Brazil,1840,6206694.0
British Virgin Islands,1840,6700.0
Brunei,1840,3231.0
Bulgaria,1840,2391853.0
Burkina Faso,1840,1927874.0
Burundi,1840,1050588.0
Cambodia,1840,2186829.0
Cameroon,1840,1974115.0
Canada,1840,1745604.0
Cape Verde,1840,66718.0
Cayman Islands,1840,2865.0
Central African Republic,1840,527682.0
Chad,1840,1432000.0
Channel Islands,1840,50044.0
Chile,1840,1183151.0
China,1840,411213424.0
Christmas Island,1840,
Cocos Island,1840,
Colombia,1840,1736274.0
Comoros,1840,65999.0
"Congo, Dem. Rep.",1840,5897569.0
"Congo, Rep.",1840,363933.0
Cook Is,1840,16719.0
Costa Rica,1840,85915.0
Cote d'Ivoire,1840,1247818.0
Croatia,1840,1465995.0
Cuba,1840,975565.0
Cyprus,1840,185184.0
Czech Republic,1840,5936625.0
Czechoslovakia,1840,
Denmark,1840,1368238.0
Djibouti,1840,26670.0
Dominica,1840,21729.0
Dominican Republic,1840,124412.0
East Germany,1840,
Ecuador,1840,696472.0
Egypt,1840,5172331.0
El Salvador,1840,322461.0
Equatorial Guinea,1840,85909.0
Eritrea,1840,267839.0
Eritrea and Ethiopia,1840,
Estonia,1840,402035.0
Ethiopia,1840,3923805.0
Faeroe Islands,1840,15428.0
Falkland Is (Malvinas),1840,100.0
Fiji,1840,138446.0
Finland,1840,1467238.0
France,1840,34854476.0
French Guiana,1840,11460.0
French Polynesia,1840,64874.0
Gabon,1840,187256.0
Gambia,1840,119945.0
Georgia,1840,1289717.0
Germany,1840,31016143.0
Ghana,1840,1829118.0
Gibraltar,1840,11054.0
Greece,1840,2781619.0
Greenland,1840,10975.0
Grenada,1840,31686.0
Guadeloupe,1840,93610.0
Guam,1840,24605.0
Guatemala,1840,756676.0
Guernsey,1840,
Guinea,1840,1175256.0
Guinea-Bissau,1840,249424.0
Guyana,1840,190726.0
Haiti,1840,861220.0
Holy See,1840,905.0
Honduras,1840,259511.0
"Hong Kong, China",1840,28070.0
Hungary,1840,4802380.0
Iceland,1840,70010.0
India,1840,189298397.0
Indonesia,1840,20052305.0
Iran,1840,7250391.0
Iraq,1840,1267848.0
Ireland,1840,5751940.0
Isle of Man,1840,26856.0
Israel,1840,209954.0
Italy,1840,22956667.0
Jamaica,1840,399666.0
Japan,1840,31663783.0
Jersey,1840,
Jordan,1840,235484.0
Kazakhstan,1840,2454764.0
Kenya,1840,2574000.0
Kiribati,1840,18951.0
North Korea,1840,4410700.0
South Korea,1840,9494784.0
United Korea (former),1840,
Kosovo,1840,
Kuwait,1840,81280.0
Kyrgyz Republic,1840,637683.0
Lao,1840,569053.0
Latvia,1840,710771.0
Lebanon,1840,383830.0
Lesotho,1840,321503.0
Liberia,1840,369920.0
Libya,1840,594715.0
Liechtenstein,1840,6632.0
Lithuania,1840,936981.0
Luxembourg,1840,144799.0
"Macao, China",1840,25359.0
"Macedonia, FYR",1840,467910.0
Madagascar,1840,1930536.0
Malawi,1840,737000.0
Malaysia,1840,435313.0
Maldives,1840,47643.0
Mali,1840,1689342.0
Malta,1840,152794.0
Marshall Islands,1840,6598.0
Martinique,1840,97685.0
Mauritania,1840,416025.0
Mauritius,1840,147700.0
Mayotte,1840,9033.0
Mexico,1840,7288858.0
"Micronesia, Fed. Sts.",1840,18200.0
Moldova,1840,856960.0
Monaco,1840,9014.0
Mongolia,1840,638180.0
Montenegro,1840,151224.0
Montserrat,1840,6382.0
Morocco,1840,3082721.0
Mozambique,1840,2494631.0
Myanmar,1840,3785553.0
Namibia,1840,229000.0
Nauru,1840,1974.0
Nepal,1840,4190089.0
Netherlands,1840,2880190.0
Netherlands Antilles,1840,
New Caledonia,1840,33256.0
New Zealand,1840,82479.0
Ngorno-Karabakh,1840,
Nicaragua,1840,303135.0
Niger,1840,1383237.0
Nigeria,1840,13184823.0
Niue,1840,4504.0
Norfolk Island,1840,
Northern Cyprus,1840,
Northern Mariana Islands,1840,3764.0
Norway,1840,1252476.0
Oman,1840,336812.0
Pakistan,1840,14581666.0
Palau,1840,4286.0
Panama,1840,113509.0
Papua New Guinea,1840,856568.0
Paraguay,1840,263971.0
Peru,1840,1746788.0
Philippines,1840,2669713.0
Pitcairn,1840,
Poland,1840,12090161.0
Portugal,1840,3672238.0
Puerto Rico,1840,398792.0
Qatar,1840,14092.0
Reunion,1840,108016.0
Romania,1840,7429932.0
Russia,1840,37420913.0
Rwanda,1840,1051167.0
St. Barthélemy,1840,
St. Helena,1840,4008.0
St. Kitts and Nevis,1840,20037.0
St. Lucia,1840,24000.0
St. Martin,1840,
St. Vincent and the Grenadines,1840,28442.0
St.-Pierre-et-Miquelon,1840,2062.0
Samoa,1840,46979.0
San Marino,1840,6259.0
Sao Tome and Principe,1840,26419.0
Saudi Arabia,1840,2186704.0
Senegal,1840,1155896.0
Serbia,1840,2563534.0
Serbia and Montenegro,1840,
Serbia excluding Kosovo,1840,
Seychelles,1840,13420.0
Sierra Leone,1840,908730.0
Singapore,1840,45843.0
Slovak Republic,1840,2302921.0
Slovenia,1840,560762.0
Solomon Islands,1840,62398.0
Somalia,1840,1134784.0
Somaliland,1840,
South Africa,1840,1894070.0
South Ossetia,1840,
Spain,1840,13948048.0
Sri Lanka,1840,1826740.0
Sudan,1840,4484092.0
Suriname,1840,93949.0
Svalbard,1840,
Swaziland,1840,86000.0
Sweden,1840,3132892.0
Switzerland,1840,2229381.0
Syria,1840,1430381.0
Taiwan,1840,
Tajikistan,1840,561105.0
Tanzania,1840,3241560.0
Thailand,1840,5035786.0
Timor-Leste,1840,171531.0
Togo,1840,532290.0
Tokelau,1840,1001.0
Tonga,1840,18516.0
Transnistria,1840,
Trinidad and Tobago,1840,72807.0
Tunisia,1840,985476.0
Turkey,1840,10731241.0
Turkmenistan,1840,441894.0
Turks and Caicos Islands,1840,3791.0
Tuvalu,1840,2796.0
Uganda,1840,2246189.0
Ukraine,1840,13514033.0
United Arab Emirates,1840,40153.0
United Kingdom,1840,20737251.0
United States,1840,17942443.0
Uruguay,1840,100137.0
USSR,1840,
Uzbekistan,1840,2308592.0
Wallis et Futuna,1840,4103.0
Vanuatu,1840,30208.0
Venezuela,1840,1087948.0
West Bank and Gaza,1840,165944.0
West Germany,1840,
Western Sahara,1840,3574.0
Vietnam,1840,7933037.0
Virgin Islands (U.S.),1840,40000.0
North Yemen (former),1840,
South Yemen (former),1840,
Yemen,1840,2689275.0
Yugoslavia,1840,
Zambia,1840,747000.0
Zimbabwe,1840,1253642.0
Åland,1840,
South Sudan,1840,1153401.0
Curaçao,1840,
Sint Maarten (Dutch part),1840,
St. Martin (French part),1840,
Antarctica,1840,
Bouvet Island,1840,
British Indian Ocean Territory,1840,
Clipperton,1840,
French Southern and Antarctic Lands,1840,
Gaza Strip,1840,
Heard and McDonald Islands,1840,
Northern Marianas,1840,
South Georgia and the South Sandwich Islands,1840,
US Minor Outlying Islands,1840,
Virgin Islands,1840,
West Bank,1840,
Abkhazia,1850,
Afghanistan,1850,3810047.0
Akrotiri and Dhekelia,1850,
Albania,1850,506889.0
Algeria,1850,3299305.0
American Samoa,1850,7958.0
Andorra,1850,3230.0
Angola,1850,1949329.0
Anguilla,1850,2511.0
Antigua and Barbuda,1850,37000.0
Argentina,1850,1113189.0
Armenia,1850,544302.0
Aruba,1850,22574.0
Australia,1850,742619.0
Austria,1850,3962619.0
Azerbaijan,1850,1160156.0
Bahamas,1850,29372.0
Bahrain,1850,64474.0
Bangladesh,1850,22719284.0
Barbados,1850,132965.0
Belarus,1850,3104450.0
Belgium,1850,4426000.0
Belize,1850,25872.0
Benin,1850,853818.0
Bermuda,1850,10786.0
Bhutan,1850,104032.0
Bolivia,1850,1363412.0
Bosnia and Herzegovina,1850,1109495.0
Botswana,1850,121000.0
Brazil,1850,7254194.0
British Virgin Islands,1850,6700.0
Brunei,1850,3966.0
Bulgaria,1850,2482395.0
Burkina Faso,1850,2073222.0
Burundi,1850,1135030.0
Cambodia,1850,2236808.0
Cameroon,1850,2033578.0
Canada,1850,2487811.0
Cape Verde,1850,72956.0
Cayman Islands,1850,3103.0
Central African Republic,1850,553476.0
Chad,1850,1432000.0
Channel Islands,1850,53405.0
Chile,1850,1413837.0
China,1850,402711280.0
Christmas Island,1850,
Cocos Island,1850,
Colombia,1850,2014645.0
Comoros,1850,71389.0
"Congo, Dem. Rep.",1850,6300144.0
"Congo, Rep.",1850,391323.0
Cook Is,1850,15862.0
Costa Rica,1850,100882.0
Cote d'Ivoire,1850,1335437.0
Croatia,1850,1600709.0
Cuba,1850,1181650.0
Cyprus,1850,185383.0
Czech Republic,1850,6157866.0
Czechoslovakia,1850,
Denmark,1850,1511190.0
Djibouti,1850,28798.0
Dominica,1850,23075.0
Dominican Republic,1850,150616.0
East Germany,1850,
Ecuador,1850,807027.0
Egypt,1850,5738339.0
El Salvador,1850,369053.0
Equatorial Guinea,1850,88807.0
Eritrea,1850,305654.0
Eritrea and Ethiopia,1850,
Estonia,1850,440656.0
Ethiopia,1850,4517871.0
Faeroe Islands,1850,16463.0
Falkland Is (Malvinas),1850,109.0
Fiji,1850,137063.0
Finland,1850,1607810.0
France,1850,36277905.0
French Guiana,1850,12324.0
French Polynesia,1850,61061.0
Gabon,1850,203580.0
Gambia,1850,129198.0
Georgia,1850,1413431.0
Germany,1850,33663143.0
Ghana,1850,1741881.0
Gibraltar,1850,11693.0
Greece,1850,3048571.0
Greenland,1850,11739.0
Grenada,1850,32404.0
Guadeloupe,1850,100754.0
Guam,1850,29213.0
Guatemala,1850,852410.0
Guernsey,1850,
Guinea,1850,1283517.0
Guinea-Bissau,1850,266586.0
Guyana,1850,204328.0
Haiti,1850,943260.0
Holy See,1850,905.0
Honduras,1850,330619.0
"Hong Kong, China",1850,38893.0
Hungary,1850,5159444.0
Iceland,1850,74711.0
India,1850,196657653.0
Indonesia,1850,21979198.0
Iran,1850,7620641.0
Iraq,1850,1364818.0
Ireland,1850,5071239.0
Isle of Man,1850,28679.0
Israel,1850,214587.0
Italy,1850,24478190.0
Jamaica,1850,411331.0
Japan,1850,32223184.0
Jersey,1850,
Jordan,1850,245270.0
Kazakhstan,1850,2689863.0
Kenya,1850,2574000.0
Kiribati,1850,19511.0
North Korea,1850,4443898.0
South Korea,1850,9558873.0
United Korea (former),1850,
Kosovo,1850,
Kuwait,1850,81280.0
Kyrgyz Republic,1850,698710.0
Lao,1850,625637.0
Latvia,1850,779141.0
Lebanon,1850,412508.0
Lesotho,1850,346589.0
Liberia,1850,401556.0
Libya,1850,625135.0
Liechtenstein,1850,7087.0
Lithuania,1850,1027042.0
Luxembourg,1850,154534.0
"Macao, China",1850,40085.0
"Macedonia, FYR",1850,510936.0
Madagascar,1850,2066759.0
Malawi,1850,737000.0
Malaysia,1850,534296.0
Maldives,1850,50501.0
Mali,1850,1852037.0
Malta,1850,163051.0
Marshall Islands,1850,7018.0
Martinique,1850,105264.0
Mauritania,1850,433694.0
Mauritius,1850,201362.0
Mayotte,1850,9467.0
Mexico,1850,7754411.0
"Micronesia, Fed. Sts.",1850,19159.0
Moldova,1850,939070.0
Monaco,1850,9692.0
Mongolia,1850,647979.0
Montenegro,1850,165172.0
Montserrat,1850,6994.0
Morocco,1850,3299305.0
Mozambique,1850,2719675.0
Myanmar,1850,3933130.0
Namibia,1850,229000.0
Nauru,1850,2048.0
Nepal,1850,4353245.0
Netherlands,1850,3122714.0
Netherlands Antilles,1850,
New Caledonia,1850,35338.0
New Zealand,1850,94934.0
Ngorno-Karabakh,1850,
Nicaragua,1850,345374.0
Niger,1850,1457723.0
Nigeria,1850,13760390.0
Niue,1850,4505.0
Norfolk Island,1850,
Northern Cyprus,1850,
Northern Mariana Islands,1850,3982.0
Norway,1850,1401619.0
Oman,1850,346606.0
Pakistan,1850,15069036.0
Palau,1850,4507.0
Panama,1850,133955.0
Papua New Guinea,1850,912100.0
Paraguay,1850,329615.0
Peru,1850,2003904.0
Philippines,1850,3160952.0
Pitcairn,1850,
Poland,1850,13219914.0
Portugal,1850,3821571.0
Puerto Rico,1850,490452.0
Qatar,1850,14092.0
Reunion,1850,116510.0
Romania,1850,7994544.0
Russia,1850,41023821.0
Rwanda,1850,1118138.0
St. Barthélemy,1850,
St. Helena,1850,5474.0
St. Kitts and Nevis,1850,21614.0
St. Lucia,1850,24629.0
St. Martin,1850,
St. Vincent and the Grenadines,1850,29971.0
St.-Pierre-et-Miquelon,1850,2217.0
Samoa,1850,46077.0
San Marino,1850,6679.0
Sao Tome and Principe,1850,28467.0
Saudi Arabia,1850,2236084.0
Senegal,1850,1236126.0
Serbia,1850,2799079.0
Serbia and Montenegro,1850,
Serbia excluding Kosovo,1850,
Seychelles,1850,13891.0
Sierra Leone,1850,971609.0
Singapore,1850,56355.0
Slovak Republic,1850,2388322.0
Slovenia,1850,612303.0
Solomon Islands,1850,65274.0
Somalia,1850,1208406.0
Somaliland,1850,
South Africa,1850,2091873.0
South Ossetia,1850,
Spain,1850,14846857.0
Sri Lanka,1850,2177134.0
Sudan,1850,4687944.0
Suriname,1850,101302.0
Svalbard,1850,
Swaziland,1850,86000.0
Sweden,1850,3440593.0
Switzerland,1850,2370905.0
Syria,1850,1479335.0
Taiwan,1850,
Tajikistan,1850,614819.0
Tanzania,1850,3358108.0
Thailand,1850,5247574.0
Timor-Leste,1850,191539.0
Togo,1850,581106.0
Tokelau,1850,949.0
Tonga,1850,18577.0
Transnistria,1850,
Trinidad and Tobago,1850,83021.0
Tunisia,1850,1045505.0
Turkey,1850,11074762.0
Turkmenistan,1850,484374.0
Turks and Caicos Islands,1850,4065.0
Tuvalu,1850,2957.0
Uganda,1850,2322049.0
Ukraine,1850,14822733.0
United Arab Emirates,1850,40153.0
United Kingdom,1850,22623571.0
United States,1850,24136293.0
Uruguay,1850,142515.0
USSR,1850,
Uzbekistan,1850,2530062.0
Wallis et Futuna,1850,4307.0
Vanuatu,1850,31490.0
Venezuela,1850,1298076.0
West Bank and Gaza,1850,169606.0
West Germany,1850,
Western Sahara,1850,4041.0
Vietnam,1850,8722624.0
Virgin Islands (U.S.),1850,38995.0
North Yemen (former),1850,
South Yemen (former),1850,
Yemen,1850,2738662.0
Yugoslavia,1850,
Zambia,1850,747000.0
Zimbabwe,1850,1346417.0
Åland,1850,
South Sudan,1850,1205835.0
Curaçao,1850,
Sint Maarten (Dutch part),1850,
St. Martin (French part),1850,
Antarctica,1850,
Bouvet Island,1850,
British Indian Ocean Territory,1850,
Clipperton,1850,
French Southern and Antarctic Lands,1850,
Gaza Strip,1850,
Heard and McDonald Islands,1850,
Northern Marianas,1850,
South Georgia and the South Sandwich Islands,1850,
US Minor Outlying Islands,1850,
Virgin Islands,1850,
West Bank,1850,
Abkhazia,1860,
Afghanistan,1860,3973968.0
Akrotiri and Dhekelia,1860,
Albania,1860,552800.0
Algeria,1860,3536468.0
American Samoa,1860,7564.0
Andorra,1860,3436.0
Angola,1860,2110747.0
Anguilla,1860,2693.0
Antigua and Barbuda,1860,36532.0
Argentina,1860,1421333.0
Armenia,1860,595928.0
Aruba,1860,23786.0
Australia,1860,1256048.0
Austria,1860,4235926.0
Azerbaijan,1860,1270556.0
Bahamas,1860,33625.0
Bahrain,1860,64469.0
Bangladesh,1860,23665237.0
Barbados,1860,149452.0
Belarus,1860,3404323.0
Belgium,1860,4753088.0
Belize,1860,25755.0
Benin,1860,941469.0
Bermuda,1860,11682.0
Bhutan,1860,109811.0
Bolivia,1860,1454100.0
Bosnia and Herzegovina,1860,1210294.0
Botswana,1860,121300.0
Brazil,1860,8466005.0
British Virgin Islands,1860,6709.0
Brunei,1860,4866.0
Bulgaria,1860,2543199.0
Burkina Faso,1860,2229242.0
Burundi,1860,1214527.0
Cambodia,1860,2292897.0
Cameroon,1860,2095258.0
Canada,1860,3231465.0
Cape Verde,1860,79725.0
Cayman Islands,1860,3364.0
Central African Republic,1860,581194.0
Chad,1860,1439871.0
Channel Islands,1860,56992.0
Chile,1860,1669298.0
China,1860,380047548.0
Christmas Island,1860,
Cocos Island,1860,
Colombia,1860,2234376.0
Comoros,1860,77147.0
"Congo, Dem. Rep.",1860,6725315.0
"Congo, Rep.",1860,420500.0
Cook Is,1860,14290.0
Costa Rica,1860,115687.0
Cote d'Ivoire,1860,1427565.0
Croatia,1860,1747990.0
Cuba,1860,1324000.0
Cyprus,1860,185677.0
Czech Republic,1860,6388450.0
Czechoslovakia,1860,
Denmark,1860,1694397.0
Djibouti,1860,31072.0
Dominica,1860,24853.0
Dominican Republic,1860,190922.0
East Germany,1860,
Ecuador,1860,917213.0
Egypt,1860,6335975.0
El Salvador,1860,426145.0
Equatorial Guinea,1860,91867.0
Eritrea,1860,348752.0
Eritrea and Ethiopia,1860,
Estonia,1860,482924.0
Ethiopia,1860,5187597.0
Faeroe Islands,1860,17580.0
Falkland Is (Malvinas),1860,139.0
Fiji,1860,133713.0
Finland,1860,1734254.0
France,1860,37461341.0
French Guiana,1860,13240.0
French Polynesia,1860,53754.0
Gabon,1860,221711.0
Gambia,1860,139176.0
Georgia,1860,1548450.0
Germany,1860,36383150.0
Ghana,1860,1658980.0
Gibraltar,1860,12368.0
Greece,1860,3333279.0
Greenland,1860,12549.0
Grenada,1860,33575.0
Guadeloupe,1860,108402.0
Guam,1860,26866.0
Guatemala,1860,963300.0
Guernsey,1860,
Guinea,1860,1401319.0
Guinea-Bissau,1860,286188.0
Guyana,1860,218524.0
Haiti,1860,1042297.0
Holy See,1860,906.0
Honduras,1860,377151.0
"Hong Kong, China",1860,68983.0
Hungary,1860,5529257.0
Iceland,1860,79662.0
India,1860,204966302.0
Indonesia,1860,24209376.0
Iran,1860,7986219.0
Iraq,1860,1468222.0
Ireland,1860,4174177.0
Isle of Man,1860,30635.0
Israel,1860,229141.0
Italy,1860,26127905.0
Jamaica,1860,447153.0
Japan,1860,33176900.0
Jersey,1860,
Jordan,1860,254044.0
Kazakhstan,1860,2946007.0
Kenya,1860,2585052.0
Kiribati,1860,20867.0
North Korea,1860,4542395.0
South Korea,1860,9650608.0
United Korea (former),1860,
Kosovo,1860,
Kuwait,1860,81014.0
Kyrgyz Republic,1860,765414.0
Lao,1860,687183.0
Latvia,1860,854350.0
Lebanon,1860,438438.0
Lesotho,1860,373508.0
Liberia,1860,437090.0
Libya,1860,665152.0
Liechtenstein,1860,7571.0
Lithuania,1860,1126227.0
Luxembourg,1860,164944.0
"Macao, China",1860,68345.0
"Macedonia, FYR",1860,558999.0
Madagascar,1860,2211039.0
Malawi,1860,741675.0
Malaysia,1860,655673.0
Maldives,1860,52965.0
Mali,1860,2034750.0
Malta,1860,174027.0
Marshall Islands,1860,7461.0
Martinique,1860,113411.0
Mauritania,1860,452032.0
Mauritius,1860,279009.0
Mayotte,1860,9906.0
Mexico,1860,8432207.0
"Micronesia, Fed. Sts.",1860,20130.0
Moldova,1860,1028627.0
Monaco,1860,10428.0
Mongolia,1860,657420.0
Montenegro,1860,180155.0
Montserrat,1860,7651.0
Morocco,1860,3531477.0
Mozambique,1860,2955262.0
Myanmar,1860,4096564.0
Namibia,1860,229599.0
Nauru,1860,2121.0
Nepal,1860,4542078.0
Netherlands,1860,3342346.0
Netherlands Antilles,1860,
New Caledonia,1860,37578.0
New Zealand,1860,157114.0
Ngorno-Karabakh,1860,
Nicaragua,1860,375911.0
Niger,1860,1543423.0
Nigeria,1860,14374142.0
Niue,1860,4516.0
Norfolk Island,1860,
Northern Cyprus,1860,
Northern Mariana Islands,1860,4212.0
Norway,1860,1580366.0
Oman,1860,356413.0
Pakistan,1860,15586758.0
Palau,1860,4738.0
Panama,1860,154637.0
Papua New Guinea,1860,970939.0
Paraguay,1860,367617.0
Peru,1860,2294268.0
Philippines,1860,3746791.0
Pitcairn,1860,
Poland,1860,14848599.0
Portugal,1860,4039181.0
Puerto Rico,1860,575756.0
Qatar,1860,14031.0
Reunion,1860,125440.0
Romania,1860,8568953.0
Russia,1860,44966686.0
Rwanda,1860,1197896.0
St. Barthélemy,1860,
St. Helena,1860,6418.0
St. Kitts and Nevis,1860,23321.0
St. Lucia,1860,27133.0
St. Martin,1860,
St. Vincent and the Grenadines,1860,32213.0
St.-Pierre-et-Miquelon,1860,2384.0
Samoa,1860,43781.0
San Marino,1860,7126.0
Sao Tome and Principe,1860,30707.0
Saudi Arabia,1860,2284384.0
Senegal,1860,1326001.0
Serbia,1860,3055165.0
Serbia and Montenegro,1860,
Serbia excluding Kosovo,1860,
Seychelles,1860,14379.0
Sierra Leone,1860,1042482.0
Singapore,1860,69094.0
Slovak Republic,1860,2475264.0
Slovenia,1860,668599.0
Solomon Islands,1860,66648.0
Somalia,1860,1285806.0
Somaliland,1860,
South Africa,1860,2310179.0
South Ossetia,1860,
Spain,1860,15609406.0
Sri Lanka,1860,2493854.0
Sudan,1860,4739424.0
Suriname,1860,109079.0
Svalbard,1860,
Swaziland,1860,86296.0
Sweden,1860,3809535.0
Switzerland,1860,2511573.0
Syria,1860,1529203.0
Taiwan,1860,
Tajikistan,1860,672986.0
Tanzania,1860,3473380.0
Thailand,1860,5516868.0
Timor-Leste,1860,213713.0
Togo,1860,633981.0
Tokelau,1860,820.0
Tonga,1860,18778.0
Transnistria,1860,
Trinidad and Tobago,1860,100774.0
Tunisia,1860,1112651.0
Turkey,1860,11428718.0
